"item_id","order_id","store_id","created_at","updated_at","product_type","sku","name","qty_invoiced","qty_ordered","qty_shipped","price","base_price","original_price","base_original_price","row_total","base_row_total","row_invoiced","base_row_invoiced","price_incl_tax","base_price_incl_tax","row_total_incl_tax","base_row_total_incl_tax"
1013,1398,1,"2014-01-15 14:04:39","2014-01-15 14:04:39","simple","MH11-S-Orange","Grayson Crewneck Sweatshirt -S-Orange",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1014,3462,1,"2014-01-25 14:04:39","2014-01-25 14:04:39","simple","MH05-S-White","Hollister Backyard Sweatshirt-S-White",2,2,2,52,52,52,52,104,104,104,104,104,104,104,104
1015,3877,1,"2014-01-28 14:04:39","2014-01-28 14:04:39","simple","MH11-XL-Orange","Grayson Crewneck Sweatshirt -XL-Orange",3,3,3,64,64,64,64,192,192,192,192,192,192,192,192
1016,2816,1,"2014-01-28 14:04:39","2014-01-28 14:04:39","simple","MH10-L-Blue","Mach Street Sweatshirt -L-Blue",3,3,3,62,62,62,62,186,186,186,186,186,186,186,186
1017,3200,1,"2014-01-31 14:04:39","2014-01-31 14:04:39","simple","MH09-XS-Green","Abominable Hoodie-XS-Green",2,2,2,69,69,69,69,138,138,138,138,138,138,138,138
1018,3059,1,"2014-01-31 14:04:39","2014-01-31 14:04:39","simple","MH04-M-White","Frankie  Sweatshirt-M-White",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1019,3963,1,"2014-01-31 14:04:39","2014-01-31 14:04:39","simple","MH10-S-Black","Mach Street Sweatshirt -S-Black",4,4,4,62,62,62,62,248,248,248,248,248,248,248,248
1020,3228,1,"2014-02-03 14:04:39","2014-02-03 14:04:39","simple","MH04-M-Yellow","Frankie  Sweatshirt-M-Yellow",1,1,1,60,60,60,60,60,60,60,60,60,60,60,60
1021,1352,1,"2014-02-05 14:04:39","2014-02-05 14:04:39","simple","MH11-XS-White","Grayson Crewneck Sweatshirt -XS-White",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1022,3377,1,"2014-02-09 14:04:39","2014-02-09 14:04:39","simple","MH08-S-Brown","Oslo Trek Hoodie-S-Brown",2,2,2,42,42,42,42,84,84,84,84,84,84,84,84
1023,3758,1,"2014-02-10 14:04:39","2014-02-10 14:04:39","simple","MH02-XL-Purple","Teton Pullover Hoodie-XL-Purple",1,1,1,70,70,70,70,70,70,70,70,70,70,70,70
1024,1350,1,"2014-02-12 14:04:39","2014-02-12 14:04:39","simple","MH01","Chaz Kangeroo Hoodie",1,1,1,52,52,52,52,52,52,52,52,52,52,52,52
1025,1675,1,"2014-02-12 14:04:39","2014-02-12 14:04:39","simple","MH04-XL-Green","Frankie  Sweatshirt-XL-Green",3,3,3,60,60,60,60,180,180,180,180,180,180,180,180
1026,1501,1,"2014-02-13 14:04:39","2014-02-13 14:04:39","simple","MH09-XL-Blue","Abominable Hoodie-XL-Blue",1,1,1,69,69,69,69,69,69,69,69,69,69,69,69
1027,1635,1,"2014-02-13 14:04:39","2014-02-13 14:04:39","simple","MH06-XL-Black","Stark Fundamental Hoodie-XL-Black",3,3,3,42,42,42,42,126,126,126,126,126,126,126,126
1028,3044,1,"2014-02-17 14:04:39","2014-02-17 14:04:39","simple","MH04-S-White","Frankie  Sweatshirt-S-White",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1029,1827,1,"2014-02-25 14:04:39","2014-02-25 14:04:39","simple","MH02-XL-Black","Teton Pullover Hoodie-XL-Black",4,4,4,70,70,70,70,280,280,280,280,280,280,280,280
1030,3603,1,"2014-02-25 14:04:39","2014-02-25 14:04:39","simple","MH10-L-Black","Mach Street Sweatshirt -L-Black",4,4,4,62,62,62,62,248,248,248,248,248,248,248,248
1031,2513,1,"2014-02-25 14:04:39","2014-02-25 14:04:39","simple","MH06-M-Blue","Stark Fundamental Hoodie-M-Blue",3,3,3,42,42,42,42,126,126,126,126,126,126,126,126
1032,1951,1,"2014-03-04 14:04:39","2014-03-04 14:04:39","simple","MH04-XS-Green","Frankie  Sweatshirt-XS-Green",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1033,2613,1,"2014-03-05 14:04:39","2014-03-05 14:04:39","simple","MH12-S-Green","Ajax Full-Zip Sweatshirt -S-Green",1,1,1,69,69,69,69,69,69,69,69,69,69,69,69
1034,2587,1,"2014-03-08 14:04:39","2014-03-08 14:04:39","simple","MH07-XL-Green","Hero Hoodie-XL-Green",1,1,1,54,54,54,54,54,54,54,54,54,54,54,54
1035,3241,1,"2014-03-09 13:04:39","2014-03-09 13:04:39","simple","MH09","Abominable Hoodie",4,4,4,69,69,69,69,276,276,276,276,276,276,276,276
1036,3902,1,"2014-03-10 13:04:39","2014-03-10 13:04:39","simple","MH01-XL-Orange","Chaz Kangeroo Hoodie-XL-Orange",2,2,2,52,52,52,52,104,104,104,104,104,104,104,104
1037,2569,1,"2014-03-10 13:04:39","2014-03-10 13:04:39","simple","MH10","Mach Street Sweatshirt ",3,3,3,62,62,62,62,186,186,186,186,186,186,186,186
1038,3566,1,"2014-03-11 13:04:39","2014-03-11 13:04:39","simple","MH13-XS-Lavender","Marco Lightweight Active Hoodie-XS-Lavender",1,1,1,74,74,74,74,74,74,74,74,74,74,74,74
1039,3403,1,"2014-03-17 13:04:39","2014-03-17 13:04:39","simple","MH09-M-Red","Abominable Hoodie-M-Red",1,1,1,69,69,69,69,69,69,69,69,69,69,69,69
1040,2438,1,"2014-03-25 13:04:39","2014-03-25 13:04:39","simple","MH09-XS-Red","Abominable Hoodie-XS-Red",3,3,3,69,69,69,69,207,207,207,207,207,207,207,207
1041,1202,1,"2014-03-27 13:04:39","2014-03-27 13:04:39","simple","MH06-XL-Blue","Stark Fundamental Hoodie-XL-Blue",1,1,1,42,42,42,42,42,42,42,42,42,42,42,42
1042,3656,1,"2014-03-27 13:04:39","2014-03-27 13:04:39","simple","MH05-XS-White","Hollister Backyard Sweatshirt-XS-White",1,1,1,52,52,52,52,52,52,52,52,52,52,52,52
1043,2006,1,"2014-03-27 13:04:39","2014-03-27 13:04:39","simple","MH12","Ajax Full-Zip Sweatshirt ",1,1,1,69,69,69,69,69,69,69,69,69,69,69,69
1044,2988,1,"2014-03-27 13:04:39","2014-03-27 13:04:39","simple","MH03-M-Blue","Bruno Compete Hoodie-M-Blue",3,3,3,63,63,63,63,189,189,189,189,189,189,189,189
1045,2239,1,"2014-03-28 13:04:39","2014-03-28 13:04:39","simple","MH03-XS-Blue","Bruno Compete Hoodie-XS-Blue",3,3,3,63,63,63,63,189,189,189,189,189,189,189,189
1046,2825,1,"2014-03-29 13:04:39","2014-03-29 13:04:39","simple","MH09-L-Red","Abominable Hoodie-L-Red",2,2,2,69,69,69,69,138,138,138,138,138,138,138,138
1047,3386,1,"2014-03-29 13:04:39","2014-03-29 13:04:39","simple","MH06-M-Blue","Stark Fundamental Hoodie-M-Blue",3,3,3,42,42,42,42,126,126,126,126,126,126,126,126
1048,2860,1,"2014-03-29 13:04:39","2014-03-29 13:04:39","simple","MH04-XS-Yellow","Frankie  Sweatshirt-XS-Yellow",1,1,1,60,60,60,60,60,60,60,60,60,60,60,60
1049,1241,1,"2014-04-04 13:04:39","2014-04-04 13:04:39","simple","MH01-L-Gray","Chaz Kangeroo Hoodie-L-Gray",3,3,3,52,52,52,52,156,156,156,156,156,156,156,156
1050,1814,1,"2014-04-05 13:04:39","2014-04-05 13:04:39","simple","MH02-XS-Black","Teton Pullover Hoodie-XS-Black",2,2,2,70,70,70,70,140,140,140,140,140,140,140,140
1051,2925,1,"2014-04-07 13:04:39","2014-04-07 13:04:39","simple","MH04","Frankie  Sweatshirt",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1052,3562,1,"2014-04-09 13:04:39","2014-04-09 13:04:39","simple","MH06-L-Black","Stark Fundamental Hoodie-L-Black",1,1,1,42,42,42,42,42,42,42,42,42,42,42,42
1053,2232,1,"2014-04-09 13:04:39","2014-04-09 13:04:39","simple","MH03-XS-Black","Bruno Compete Hoodie-XS-Black",1,1,1,63,63,63,63,63,63,63,63,63,63,63,63
1054,3661,1,"2014-04-12 13:04:39","2014-04-12 13:04:39","simple","MH12-M-Red","Ajax Full-Zip Sweatshirt -M-Red",1,1,1,69,69,69,69,69,69,69,69,69,69,69,69
1055,2009,1,"2014-04-14 13:04:39","2014-04-14 13:04:39","simple","MH03-S-Green","Bruno Compete Hoodie-S-Green",3,3,3,63,63,63,63,189,189,189,189,189,189,189,189
1056,1093,1,"2014-04-20 13:04:39","2014-04-20 13:04:39","simple","MH07-L-Black","Hero Hoodie-L-Black",2,2,2,54,54,54,54,108,108,108,108,108,108,108,108
1057,3285,1,"2014-04-21 13:04:39","2014-04-21 13:04:39","simple","MH03-M-Black","Bruno Compete Hoodie-M-Black",4,4,4,63,63,63,63,252,252,252,252,252,252,252,252
1058,1679,1,"2014-04-22 13:04:39","2014-04-22 13:04:39","simple","MH11-XS-Orange","Grayson Crewneck Sweatshirt -XS-Orange",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1059,2227,1,"2014-04-29 13:04:39","2014-04-29 13:04:39","simple","MH01-L-Orange","Chaz Kangeroo Hoodie-L-Orange",2,2,2,52,52,52,52,104,104,104,104,104,104,104,104
1060,2979,1,"2014-05-01 13:04:39","2014-05-01 13:04:39","simple","MH12-S-Blue","Ajax Full-Zip Sweatshirt -S-Blue",3,3,3,69,69,69,69,207,207,207,207,207,207,207,207
1061,3696,1,"2014-05-01 13:04:39","2014-05-01 13:04:39","simple","MH11-XS-White","Grayson Crewneck Sweatshirt -XS-White",1,1,1,64,64,64,64,64,64,64,64,64,64,64,64
1062,1181,1,"2014-05-03 13:04:39","2014-05-03 13:04:39","simple","MH08-S-Purple","Oslo Trek Hoodie-S-Purple",4,4,4,42,42,42,42,168,168,168,168,168,168,168,168
1063,1028,1,"2014-05-03 13:04:39","2014-05-03 13:04:39","simple","MH09-XS-Red","Abominable Hoodie-XS-Red",4,4,4,69,69,69,69,276,276,276,276,276,276,276,276
1064,1957,1,"2014-05-07 13:04:39","2014-05-07 13:04:39","simple","MH09-M-Red","Abominable Hoodie-M-Red",1,1,1,69,69,69,69,69,69,69,69,69,69,69,69
1065,3265,1,"2014-05-09 13:04:39","2014-05-09 13:04:39","simple","MH10-XL-Blue","Mach Street Sweatshirt -XL-Blue",1,1,1,62,62,62,62,62,62,62,62,62,62,62,62
1066,3611,1,"2014-05-11 13:04:39","2014-05-11 13:04:39","simple","MH10-M-Red","Mach Street Sweatshirt -M-Red",4,4,4,62,62,62,62,248,248,248,248,248,248,248,248
1067,3925,1,"2014-05-17 13:04:39","2014-05-17 13:04:39","simple","MH11-S-White","Grayson Crewneck Sweatshirt -S-White",3,3,3,64,64,64,64,192,192,192,192,192,192,192,192
1068,2439,1,"2014-05-17 13:04:39","2014-05-17 13:04:39","simple","MH09-M-Red","Abominable Hoodie-M-Red",3,3,3,69,69,69,69,207,207,207,207,207,207,207,207
1069,3436,1,"2014-05-18 13:04:39","2014-05-18 13:04:39","simple","MH05-XS-Green","Hollister Backyard Sweatshirt-XS-Green",2,2,2,52,52,52,52,104,104,104,104,104,104,104,104
1070,3034,1,"2014-05-21 13:04:39","2014-05-21 13:04:39","simple","MH11","Grayson Crewneck Sweatshirt ",2,2,2,64,64,64,64,128,128,128,128,128,128,128,128
1071,1118,1,"2014-05-22 13:04:39","2014-05-22 13:04:39","simple","MH07-XS-Green","Hero Hoodie-XS-Green",4,4,4,54,54,54,54,216,216,216,216,216,216,216,216
1072,2108,1,"2014-05-24 13:04:39","2014-05-24 13:04:39","simple","MH11-S-Orange","Grayson Crewneck Sweatshirt -S-Orange",2,2,2,64,64,64,64,128,128,128,128,128,128,128,128
1073,2407,1,"2014-05-24 13:04:39","2014-05-24 13:04:39","simple","MH04-L-Yellow","Frankie  Sweatshirt-L-Yellow",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1074,1813,1,"2014-05-26 13:04:39","2014-05-26 13:04:39","simple","MH11-XS-White","Grayson Crewneck Sweatshirt -XS-White",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1075,3147,1,"2014-05-27 13:04:39","2014-05-27 13:04:39","simple","MH09-L-Green","Abominable Hoodie-L-Green",2,2,2,69,69,69,69,138,138,138,138,138,138,138,138
1076,2319,1,"2014-05-27 13:04:39","2014-05-27 13:04:39","simple","MH12-L-Blue","Ajax Full-Zip Sweatshirt -L-Blue",2,2,2,69,69,69,69,138,138,138,138,138,138,138,138
1077,3339,1,"2014-05-28 13:04:39","2014-05-28 13:04:39","simple","MH10-XS-Red","Mach Street Sweatshirt -XS-Red",3,3,3,62,62,62,62,186,186,186,186,186,186,186,186
1078,1177,1,"2014-06-02 13:04:39","2014-06-02 13:04:39","simple","MH03-S-Blue","Bruno Compete Hoodie-S-Blue",2,2,2,63,63,63,63,126,126,126,126,126,126,126,126
1079,2920,1,"2014-06-03 13:04:39","2014-06-03 13:04:39","simple","MH02-XS-Red","Teton Pullover Hoodie-XS-Red",1,1,1,70,70,70,70,70,70,70,70,70,70,70,70
1080,1212,1,"2014-06-03 13:04:39","2014-06-03 13:04:39","simple","MH08-M-Purple","Oslo Trek Hoodie-M-Purple",1,1,1,42,42,42,42,42,42,42,42,42,42,42,42
1081,3297,1,"2014-06-03 13:04:39","2014-06-03 13:04:39","simple","MH12-M-Blue","Ajax Full-Zip Sweatshirt -M-Blue",2,2,2,69,69,69,69,138,138,138,138,138,138,138,138
1082,3679,1,"2014-06-05 13:04:39","2014-06-05 13:04:39","simple","MH02-S-Black","Teton Pullover Hoodie-S-Black",3,3,3,70,70,70,70,210,210,210,210,210,210,210,210
1083,2233,1,"2014-06-05 13:04:39","2014-06-05 13:04:39","simple","MH11-XS-Red","Grayson Crewneck Sweatshirt -XS-Red",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1084,3706,1,"2014-06-08 13:04:39","2014-06-08 13:04:39","simple","MH01-M-Orange","Chaz Kangeroo Hoodie-M-Orange",3,3,3,52,52,52,52,156,156,156,156,156,156,156,156
1085,3870,1,"2014-06-08 13:04:39","2014-06-08 13:04:39","simple","MH11-L-White","Grayson Crewneck Sweatshirt -L-White",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1086,1015,1,"2014-06-10 13:04:39","2014-06-10 13:04:39","simple","MH08-S-Purple","Oslo Trek Hoodie-S-Purple",2,2,2,42,42,42,42,84,84,84,84,84,84,84,84
1087,2206,1,"2014-06-11 13:04:39","2014-06-11 13:04:39","simple","MH01-XS-Gray","Chaz Kangeroo Hoodie-XS-Gray",1,1,1,52,52,52,52,52,52,52,52,52,52,52,52
1088,2245,1,"2014-06-12 13:04:39","2014-06-12 13:04:39","simple","MH06-XS-Blue","Stark Fundamental Hoodie-XS-Blue",4,4,4,42,42,42,42,168,168,168,168,168,168,168,168
1089,1207,1,"2014-06-13 13:04:39","2014-06-13 13:04:39","simple","MH12","Ajax Full-Zip Sweatshirt ",3,3,3,69,69,69,69,207,207,207,207,207,207,207,207
1090,1459,1,"2014-06-14 13:04:39","2014-06-14 13:04:39","simple","MH01-S-Orange","Chaz Kangeroo Hoodie-S-Orange",2,2,2,52,52,52,52,104,104,104,104,104,104,104,104
1091,3914,1,"2014-06-17 13:04:39","2014-06-17 13:04:39","simple","MH03-L-Black","Bruno Compete Hoodie-L-Black",2,2,2,63,63,63,63,126,126,126,126,126,126,126,126
1092,1128,1,"2014-06-19 13:04:39","2014-06-19 13:04:39","simple","MH09-L-Blue","Abominable Hoodie-L-Blue",2,2,2,69,69,69,69,138,138,138,138,138,138,138,138
1093,3767,1,"2014-06-20 13:04:39","2014-06-20 13:04:39","simple","MH04-S-White","Frankie  Sweatshirt-S-White",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1094,1859,1,"2014-06-22 13:04:39","2014-06-22 13:04:39","simple","MH05-M-Red","Hollister Backyard Sweatshirt-M-Red",2,2,2,52,52,52,52,104,104,104,104,104,104,104,104
1095,2484,1,"2014-06-24 13:04:39","2014-06-24 13:04:39","simple","MH01-M-Gray","Chaz Kangeroo Hoodie-M-Gray",2,2,2,52,52,52,52,104,104,104,104,104,104,104,104
1096,3613,1,"2014-06-25 13:04:39","2014-06-25 13:04:39","simple","MH10-L-Red","Mach Street Sweatshirt -L-Red",4,4,4,62,62,62,62,248,248,248,248,248,248,248,248
1097,2153,1,"2014-06-25 13:04:39","2014-06-25 13:04:39","simple","MH07-S-Green","Hero Hoodie-S-Green",2,2,2,54,54,54,54,108,108,108,108,108,108,108,108
1098,1001,1,"2014-06-25 13:04:39","2014-06-25 13:04:39","simple","MH08-M-Purple","Oslo Trek Hoodie-M-Purple",1,1,1,42,42,42,42,42,42,42,42,42,42,42,42
1099,3610,1,"2014-06-28 13:04:39","2014-06-28 13:04:39","simple","MH06-L-Black","Stark Fundamental Hoodie-L-Black",2,2,2,42,42,42,42,84,84,84,84,84,84,84,84
1100,1985,1,"2014-06-28 13:04:39","2014-06-28 13:04:39","simple","MH08-M-Red","Oslo Trek Hoodie-M-Red",4,4,4,42,42,42,42,168,168,168,168,168,168,168,168
1101,2519,1,"2014-06-28 13:04:39","2014-06-28 13:04:39","simple","MH12-XL-Blue","Ajax Full-Zip Sweatshirt -XL-Blue",4,4,4,69,69,69,69,276,276,276,276,276,276,276,276
1102,1764,1,"2014-06-30 13:04:39","2014-06-30 13:04:39","simple","MH01-M-Black","Chaz Kangeroo Hoodie-M-Black",3,3,3,52,52,52,52,156,156,156,156,156,156,156,156
1103,2871,1,"2014-07-03 13:04:39","2014-07-03 13:04:39","simple","MH09-XS-Blue","Abominable Hoodie-XS-Blue",3,3,3,69,69,69,69,207,207,207,207,207,207,207,207
1104,3876,1,"2014-07-06 13:04:39","2014-07-06 13:04:39","simple","MH12","Ajax Full-Zip Sweatshirt ",3,3,3,69,69,69,69,207,207,207,207,207,207,207,207
1105,2017,1,"2014-07-06 13:04:39","2014-07-06 13:04:39","simple","MH05-L-White","Hollister Backyard Sweatshirt-L-White",1,1,1,52,52,52,52,52,52,52,52,52,52,52,52
1106,3681,1,"2014-07-07 13:04:39","2014-07-07 13:04:39","simple","MH04-L-Yellow","Frankie  Sweatshirt-L-Yellow",2,2,2,60,60,60,60,120,120,120,120,120,120,120,120
1107,1748,1,"2014-07-09 13:04:39","2014-07-09 13:04:39","simple","MH10-L-Blue","Mach Street Sweatshirt -L-Blue",2,2,2,62,62,62,62,124,124,124,124,124,124,124,124
1108,3643,1,"2014-07-10 13:04:39","2014-07-10 13:04:39","simple","MH09-XS-Blue","Abominable Hoodie-XS-Blue",2,2,2,69,69,69,69,138,138,138,138,138,138,138,138
1109,3158,1,"2014-07-12 13:04:39","2014-07-12 13:04:39","simple","MH08-M-Red","Oslo Trek Hoodie-M-Red",2,2,2,42,42,42,42,84,84,84,84,84,84,84,84
1110,3809,1,"2014-07-15 13:04:39","2014-07-15 13:04:39","simple","MH12-S-Blue","Ajax Full-Zip Sweatshirt -S-Blue",3,3,3,69,69,69,69,207,207,207,207,207,207,207,207
1111,3772,1,"2014-07-16 13:04:39","2014-07-16 13:04:39","simple","MH07-S-Green","Hero Hoodie-S-Green",2,2,2,54,54,54,54,108,108,108,108,108,108,108,108
1112,2395,1,"2014-07-16 13:04:39","2014-07-16 13:04:39","simple","MH06-XL-Purple","Stark Fundamental Hoodie-XL-Purple",2,2,2,42,42,42,42,84,84,84,84,84,84,84,84
1113,2237,1,"2014-07-17 13:04:39","2014-07-17 13:04:39","simple","MH12-M-Red","Ajax Full-Zip Sweatshirt -M-Red",4,4,4,69,69,69,69,276,276,276,276,276,276,276,276
1114,3040,1,"2014-07-17 13:04:39","2014-07-17 13:04:39","simple","MH12-M-Red","Ajax Full-Zip Sweatshirt -M-Red",4,4,4,69,69,69,69,276,276,276,276,276,276,276,276
1115,3410,1,"2014-07-17 13:04:39","2014-07-17 13:04:39","simple","MH04-M-White","Frankie  Sweatshirt-M-White",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1116,1048,1,"2014-07-18 13:04:39","2014-07-18 13:04:39","simple","MH04-L-White","Frankie  Sweatshirt-L-White",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1117,1791,1,"2014-07-18 13:04:39","2014-07-18 13:04:39","simple","MH06-L-Blue","Stark Fundamental Hoodie-L-Blue",1,1,1,42,42,42,42,42,42,42,42,42,42,42,42
1118,1953,1,"2014-07-19 13:04:39","2014-07-19 13:04:39","simple","MH09-XL-Red","Abominable Hoodie-XL-Red",4,4,4,69,69,69,69,276,276,276,276,276,276,276,276
1119,1421,1,"2014-07-20 13:04:39","2014-07-20 13:04:39","simple","MH06-XS-Blue","Stark Fundamental Hoodie-XS-Blue",2,2,2,42,42,42,42,84,84,84,84,84,84,84,84
1120,2581,1,"2014-07-22 13:04:39","2014-07-22 13:04:39","simple","MH04-M-Yellow","Frankie  Sweatshirt-M-Yellow",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1121,3979,1,"2014-07-24 13:04:39","2014-07-24 13:04:39","simple","MH11-XL-White","Grayson Crewneck Sweatshirt -XL-White",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1122,3023,1,"2014-07-25 13:04:39","2014-07-25 13:04:39","simple","MH04-XL-Green","Frankie  Sweatshirt-XL-Green",1,1,1,60,60,60,60,60,60,60,60,60,60,60,60
1123,1240,1,"2014-07-26 13:04:39","2014-07-26 13:04:39","simple","MH03-XS-Green","Bruno Compete Hoodie-XS-Green",3,3,3,63,63,63,63,189,189,189,189,189,189,189,189
1124,2072,1,"2014-07-27 13:04:39","2014-07-27 13:04:39","simple","MH04-XL-Yellow","Frankie  Sweatshirt-XL-Yellow",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1125,2109,1,"2014-07-30 13:04:39","2014-07-30 13:04:39","simple","MH04-XL-Yellow","Frankie  Sweatshirt-XL-Yellow",1,1,1,60,60,60,60,60,60,60,60,60,60,60,60
1126,3367,1,"2014-07-31 13:04:39","2014-07-31 13:04:39","simple","MH04-XL-Green","Frankie  Sweatshirt-XL-Green",3,3,3,60,60,60,60,180,180,180,180,180,180,180,180
1127,1149,1,"2014-08-02 13:04:39","2014-08-02 13:04:39","simple","MH10-M-Black","Mach Street Sweatshirt -M-Black",3,3,3,62,62,62,62,186,186,186,186,186,186,186,186
1128,3443,1,"2014-08-04 13:04:39","2014-08-04 13:04:39","simple","MH03","Bruno Compete Hoodie",4,4,4,63,63,63,63,252,252,252,252,252,252,252,252
1129,1054,1,"2014-08-05 13:04:39","2014-08-05 13:04:39","simple","MH06-S-Blue","Stark Fundamental Hoodie-S-Blue",3,3,3,42,42,42,42,126,126,126,126,126,126,126,126
1130,2078,1,"2014-08-05 13:04:39","2014-08-05 13:04:39","simple","MH10-L-Black","Mach Street Sweatshirt -L-Black",2,2,2,62,62,62,62,124,124,124,124,124,124,124,124
1131,1432,1,"2014-08-06 13:04:39","2014-08-06 13:04:39","simple","MH01-XS-Gray","Chaz Kangeroo Hoodie-XS-Gray",1,1,1,52,52,52,52,52,52,52,52,52,52,52,52
1132,2561,1,"2014-08-10 13:04:39","2014-08-10 13:04:39","simple","MH04-XS-Green","Frankie  Sweatshirt-XS-Green",4,4,4,60,60,60,60,240,240,240,240,240,240,240,240
1133,3934,1,"2014-08-17 13:04:39","2014-08-17 13:04:39","simple","MH11","Grayson Crewneck Sweatshirt ",4,4,4,64,64,64,64,256,256,256,256,256,256,256,256
1134,1706,1,"2014-08-18 13:04:39","2014-08-18 13:04:39","simple","MH07-M-Black","Hero Hoodie-M-Black",4,4,4,54,54,54,54,216,216,216,216,216,216,216,216
1135,2477,1,"2014-08-19 13:04:39","2014-08-19 13:04:39","simple","MH11-XL-Red","Grayson Crewneck Sweatshirt -XL-Red",2,2,2,64,64,64,64,128,128,128,128,128,128,128,128
1136,1160,1,"2014-08-21 13:04:39","2014-08-21 13:04:39","simple","MH02-XL-Black","Teton Pullover Hoodie-XL-Black",2,2,2,70,70,70,70,140,140,140,140,140,140,140,140
1137,2588,1,"2014-08-25 13:04:39","2014-08-25 13:04:39","simple","MH03-M-Black","Bruno Compete Hoodie-M-Black",4,4,4,63,63,63,63,252,252,252,252,252,252,252,252
1138,1395,1,"2014-08-25 13:04:39","2014-08-25 13:04:39","simple","MH04-XL-Yellow","Frankie  Sweatshirt-XL-Yellow",2,2,2,60,60,60,60,120,120,120,120,120,120,120,120
1139,3794,1,"2014-08-26 13:04:39","2014-08-26 13:04:39","simple","MH03-L-Black","Bruno Compete Hoodie-L-Black",4,4,4,63,63,63,63,252,252,252,252,252,252,252,252
1140,2577,1,"2014-08-28 13:04:39","2014-08-28 13:04:39","simple","MH08-L-Purple","Oslo Trek Hoodie-L-Purple",4,4,4,42,42,42,42,168,168,168,168,168,168,168,168
1141,1075,1,"2014-08-28 13:04:39","2014-08-28 13:04:39","simple","MH04-L-Yellow","Frankie  Sweatshirt-L-Yellow",2,2,2,60,60,60,60,120,120,120,120,120,120,120,120
